,City,Person,Number of Views,Description,link,latitude,longitude
161,Kulti,Rana Chowdhary,4129,"Rana Chowdhary (born 12 April 1978) is an Indian cricketer. He is a left-handed batsman and a left-arm medium pace bowler who currently plays for Bengal. He was born in Kulti.
Chowdary made his List A debut in the 2000/01 Ranji Trophy competition for Bihar. He took one wicket on his debut, though he was unable to make inroads with the bat, scoring just six runs in two innings.
Chowdhary spent more than six years out of the game, before joining Bengal in time for the start of the Inter State Twenty20 tournament competition of 2006/07. He appeared in all eight of Bengal's games in the competition, which they exited at the second stage, winning two of their four second-stage group games.
Chowdhary made his first-class debut for Bengal at the back end of 2007, playing two Ranji Trophy games, the second of which saw him score a duck in the first innings, and just a single run in the second.",https://en.wikipedia.org/wiki/Rana_Chowdhary,23.7299317,86.8397981
162,Kurnool,Arcot Ramasamy Mudaliar,80808,"Diwan Bahadur Sir Arcot Ramasamy Mudaliar, KCSI (14 October 1887 – 17 July 1976) was an Indian lawyer, diplomat and statesman who served as a senior leader of the Justice Party and in various administrative and bureaucratic posts in pre-independence and independent India.
He belongs to the Arcot Mudaliar community.
Arcot Ramasamy Mudaliar was born on 14 Yes October 1887 in the town of Kurnool and had his schooling in Kurnool. He graduated from the Madras Christian College and studied law at the Madras Law College. On completion of his studies, practised as a lawyer before joining the Justice Party and entering politics. Mudaliar was nominated to the Madras Legislative Council  in 1920 and served from 1920 to 1926 and as a member of the Madras Legislative Assembly from 1931 to 1934, losing to S. Satyamurti in the 1934 elections. He served as a member of the Imperial Legislative Council from 1939 to 1941, as a part of Winston Churchill's war cabinet from 1942 to 1945 and as the Indian Representative in the Pacific War Council. He was India's delegate to the San Francisco Conference and served as the first President of the United Nations Economic and Social Council. He also served as the last Diwan of Mysore kingdom and occupied the seat from 1946 to 1949.",https://en.wikipedia.org/wiki/Arcot_Ramasamy_Mudaliar,15.8309251,78.0425373
163,"Lalitpur, India",Raja Bundela,283761,"Raja Bundela (Raja Rajeshwar Pratap Singh Judev) is an Indian actor, producer, politician and civil activist. In films, he is notable for appearances in Pratha, Namestey LA, and Son of Flower. He was an actor/producer until the late 2000s, when he became a politician interested in civil rights and statehood in India.",https://en.wikipedia.org/wiki/Raja_Bundela,24.70038485,78.51866758648349
164,Latur,Amit Deshmukh,665688,"Amit Vilasrao Deshmukh (born 21 March 1976) is a politician and a member of the Indian National Congress, and son of Vilasrao Deshmukh. He is a three term Member of the Maharashtra Legislative Assembly from the Latur City constituency. He is the National Secretary of the All India Congress Committee. In 2014,he was appointed as Minister of State for Tourism, Food & Drugs Administration, Excise, and New Renewable Energy.",https://en.wikipedia.org/wiki/Amit_Deshmukh,18.35146855,76.7551212230513
165,Lucknow,Kumar Gaurav,1750885,"Kumar Gaurav (born 11 July 1960) is an Indian film actor and son of late actor Rajendra Kumar. He has acted in several hit films such as Love Story, Teri Kasam, 
Star, Naam, and Kaante.",https://en.wikipedia.org/wiki/Kumar_Gaurav,26.8381,80.9346001
166,Ludhiana,Sahir Ludhianvi,690133,"Abdul Hayee (8 March 1921 – 25 October 1980), popularly known by his takhallus (pen name) Sahir Ludhianvi, was an Indian poet and film songs lyricist who wrote in the Hindi and Urdu languages.His work influenced Indian cinema, in particular Bollywood film. Sahir won a Filmfare Award for Best Lyricist for Taj Mahal (1963). He won a second Filmfare Award for Best Lyricist for his work on Kabhie Kabhie (1976). He was awarded the Padma Shri in 1971. On 8 March 2013, the ninety-second anniversary of Sahir's birth, a commemorative stamp was issued in his honour.",https://en.wikipedia.org/wiki/Sahir_Ludhianvi,30.9090157,75.851601
167,"Madhubani, India",Narendra Jha,979775,"Narendra Jha (02 September 1964 – 14 March 2018) was an Indian actor. Jha is known for his work in Bollywood productions; his most noted films being Haider, Raees, Ghayal Once Again, Hamari Adhuri Kahani, Mohenjodaro, Shorgul, My Father Iqbal, Force 2, Kaabil, 2016 The End and Doordarshan's Shanti. He last appeared in the action film Race 3.",https://en.wikipedia.org/wiki/Narendra_Jha,26.350071999999997,86.22914688962271
168,Madurai,Vadivelu,2432796,"Kumaravadivel Natarajan, known professionally as Vadivelu, is an Indian film actor and playback singer. Since the 1990s, he has performed in supporting and lead roles as a comedy actor in Tamil films.
While having worked in more than 200 films, Vadivelu received awards in the Best Comedian category for his performances in Kaalam Maari Pochu (1996), Vetri Kodi Kattu (2000), Thavasi (2001), Chandramukhi (2005), Imsai Arasan 23m Pulikesi (2006), Marudhamalai (2007) and Kathavarayan (2008). His popularity led to his media-coined nickname, Vaigai Puyal, meaning ""Vaigai storm"", referring to the river that flows through his hometown Madurai.",https://en.wikipedia.org/wiki/Vadivelu,9.9261153,78.1140983
169,Maheshtala,Amiya Charan Banerjee,17344,Amiya Charan Banerjee (Bengali: অমিয় চরণ ব্যানার্জি) (23 January 1891 – 31 May 1968) was an Indian mathematician.,https://en.wikipedia.org/wiki/Amiya_Charan_Banerjee,22.508621,88.2532182
170,Malappuram,Anas Edathodika,165941,Anas Edathodika (born 15 February 1987) is an Indian professional footballer who plays as a centre back for Indian club ATK and the India national football team.,https://en.wikipedia.org/wiki/Anas_Edathodika,11.10684475,76.10995510466662
171,Malegaon,Yashwant Sonawane,29489,"Yashwant Sonawane (died 25 January 2011) was the Additional District Collector of Malegaon (Maharashtra). He was allegedly burnt alive by an oil adulteration mafia at Manmad near Nashik. Later, CBI investigations revealed that he was killed due to past enmity and that Sonawane had demanded bribes from the same mafia.",https://en.wikipedia.org/wiki/Yashwant_Sonawane,20.590250150000003,74.5714979275197
172,Malihabad,Josh Malihabadi,149418,"Josh Malihabadi (Urdu: جوش ملیح آبادی‎) (born as Shabbir Hasan Khan; شبیر حسن خان) (5 December 1898 – 22 February 1982) popularly known as Shayar-e-Inqalab (poet of revolution) is regarded as one of the finest Urdu poets of the era of British India. Josh always challenged the established order and stood for liberal values. He was loud, brave who never compromised on principles. He wrote over 100,000 beautiful couplets and more than 1,000 rubaiyat in his lifetime. His autobiography “Yaadon ki Barat” is considered one of the best so far in Urdu as it is written in frank and candid manner. The first Prime Minister of India, Jawaharlal Nehru held him in high esteem and hardly missed a chance to attend the mushaira at Lala Kishan Lal Kalra’s United Coffee House where Josh used to be the star attraction.  He was an Indian citizen until 1956, when he emigrated to Pakistan and became a Pakistani citizen. Some of his works were translated  to English like The Unity of Mankind elegies by Josh Malihabadi by Syed Akbar Pasha Tirmizi who was a Pakistani citizen and a high court advocate.",https://en.wikipedia.org/wiki/Josh_Malihabadi,26.992129249999998,80.65786469863859
173,Mandla,S. H. Raza,289836,"Sayed Haider ""S. H."" Raza (22 February 1922 – 23 July 2016) was an Indian painter who lived and worked in France since 1950, while maintaining strong ties with India. He was born in Barbaria, Central Provinces, British India which is now present day Madhya Pradesh.
He was a renowned Indian artist. He was awarded the Padma Shri and Fellowship of the Lalit Kala Academy in 1981, Padma Bhushan in 2007, and Padma Vibhushan in 2013. He was conferred with the Commandeur de la Legion d'honneur (Legion of Honour) on July 14, 2015.His seminal work, Saurashtra sold for ₹16.42 crore ($3,486,965) at a Christie's auction in 2010.In 1959 he married the French artist Janine Mongillat, who died in 2002 of cancer, and in 2010 he decided to return to India.

",https://en.wikipedia.org/wiki/S._H._Raza,22.68536625,80.58150561711888
174,Mandsaur,Meenakshi Natarajan,70480,"Meenakshi Natarajan (born 23 July 1973) is an Indian politician and former Member of Parliament from Mandsaur from 2009 to 2014, her single term in parliament.",https://en.wikipedia.org/wiki/Meenakshi_Natarajan,24.2651306,75.38718193725012
175,Mandvi,Satish Shah,1043112,"Satish Shah (born 25 June 1951) is a Hindi film and television actor and has also worked in a few Marathi films. He is perhaps best known for his roles in the 1984 sitcom Yeh Jo Hai Zindagi directed by Kundan Shah and Manjul Sinha where he ended up playing 55 different characters in 55 episodes and the character of Prakash in Television serial of Zee TV - Filmy Chakkar in 1995, which he played in 50 episodes. He has also starred in 2004's famous television show Sarabhai vs Sarabhai as Indravadhan Sarabhai. In both Filmy Chakkar and Sarabhai vs Sarabhai, his pairing was opposite Ratna Pathak Shah. In 1997, he again played lead in Ghar Jamai for 80 episodes.
He played the role of Municipal Commissioner D'Mello in the 1984 movie Jaane Bhi Do Yaaro directed by Kundan Shah. Considered to be primarily a comedian, he has portrayed various character roles in his career throughout the 1980s, 1990s and 2000s, starting with his first movie Arvind Desai Ki Ajeeb Dastaan in 1978. Apart from his career in Bollywood, and also judged the Comedy Circus laughter contest. He has completed over 200 feature films till date.",https://en.wikipedia.org/wiki/Satish_Shah,21.254926,73.3046407
176,Mangalore,Suicide of Jacintha Saldanha,520903,"Jacintha Saldanha (1966 – 7 December 2012) was an Indian nurse who worked at King Edward VII's Hospital in the City of Westminster, London. On 7 December 2012, she was found dead by suicide, three days after falling for a prank phone call as part of a radio stunt. In the prank call, the hosts of the Australian radio programme Hot30 Countdown, broadcast on the Southern-Cross-Austereo-owned station 2Day FM in Sydney, called Saldanha's hospital and impersonated the Queen and the Prince of Wales enquiring about the health of the Duchess of Cambridge, who was a patient there at the time. Saldanha fell for the hoax and transferred the call to the nurse looking after the Duchess.
Saldanha's suicide led to public outrage, including in Saldanha's home country against those responsible for perpetrating and broadcasting the prank. Despite numerous calls for legal action, no charges were laid.",https://en.wikipedia.org/wiki/Suicide_of_Jacintha_Saldanha,12.8698101,74.8430082
177,Mapusa,Manohar Parrikar,3041480,"Manohar Gopalkrishna Prabhu Parrikar (13 December 1955 – 17 March 2019) was an Indian politician and leader of the Bharatiya Janata Party who served as Chief Minister of Goa from 14 March 2017 until his death. Previously, he was the Chief Minister of Goa from 2000 to 2005 and from 2012 to 2014 and from 2014 to 2017. He also served as the Minister of Defence from October 2014 to March 2017. In January 2020, he was posthumously awarded Padma Bhushan.
Parrikar proposed the name of Narendra Modi as the prime ministerial candidate before 2013 BJP parliamentary elections convention in Goa. He served in the National Democratic Alliance government under Prime Minister Narendra Modi as Defence Minister of India from 2014 to 2017. He was a former member of Rajya Sabha from Uttar Pradesh.

",https://en.wikipedia.org/wiki/Manohar_Parrikar,15.5926744,73.8117622
178,Margao,Dilip Sardesai,568247,"Dilip Narayan Sardesai(File:Dilip Sardesai.ogg) (8 August 1940 – 2 July 2007) was an Indian international cricketer. He played Tests for the Indian national team as a batsman, the only Goa-born cricketer to play for India, and was often regarded as one of India's better batsmen against spin, although Indian batsmen have been known to play better against spin.",https://en.wikipedia.org/wiki/Dilip_Sardesai,15.272923,73.9583159
179,Mathura,Neem Karoli Baba,1786570,"Neem Karoli Baba (Hindi: नीम करौली बाबा) or Neeb Karori Baba (Hindi: नीब करौरी बाबा) (c. 1900 – 11 September 1973) - known to his followers as Maharaj-ji - was a Hindu guru, mystic and devotee of the Hindu lord Hanuman. He is known outside India for being the guru of a number of Americans who travelled to India in the 1960s and 70s, the most well-known being the spiritual teachers Ram Dass and Bhagavan Das, and the musicians Krishna Das and Jai Uttal. His ashrams are in Kainchi, Vrindavan, Rishikesh, Shimla, Neem Karoli village near Khimasepur in Farrukhabad, Bhumiadhar, Hanumangarhi, Lucknow, Delhi in India and in Taos, New Mexico, US.",https://en.wikipedia.org/wiki/Neem_Karoli_Baba,27.633333,77.583333
180,Mattancherry,Kunchan (actor),259864,"Kunchan is an Indian actor, primarily concentrating on Malayalam films. He has done over 650 films in Malayalam. Usually he does minor roles. He has also done important character roles. He started his career when Malayalam films were made in black and white. He made his debut with Tamil film Manaivi (1969), which went unreleased, and his first release was Rest House released in 1970. His most remembered roles were in films like Ivar (1980), Nayakan (1985), Avanazhi (1986), Carnivel (1989) Aye Auto (1990), Kottayam Kunjachan (1990), and Lelam (1997). Recently he has also done Kamal Haasan' s Manmadhan Ambu.",https://en.wikipedia.org/wiki/Kunchan_(actor),9.95835075,76.25918119354328
181,Mau,Mau district,146063,"Mau district is one of the districts of Uttar Pradesh state of India, and Mau town is the district headquarters which is also one of the few remaining areas of handloom saree production in eastern Uttar Pradesh, specializing in Sadiya silk sarees. Mau was carved out as a separate district from Azamgarh on 19 November 1988. It is situated in the south-eastern part of the state with headquarters in Maunath Bhanjan. The district is surrounded by Ghazipur district on the south, Ballia district in the east, Azamgarh district in the west, and by Gorakhpur and Deoria districts on the north.",https://en.wikipedia.org/wiki/Mau_district,26.0376878,83.49793418499047
182,Medak,Gaddar,234607,"Gummadi Vittal Rao, popularly known as Gaddar (born 1949), is a poet, revolutionary Telugu balladeer and local Naxalite activist from what is now the state of Telangana, India. The name Gaddar was adopted as a tribute to the pre-independence Gadar party which opposed British colonial rule in Punjab during the 1910s.",https://en.wikipedia.org/wiki/Gaddar,17.9375095,78.21174498510584
183,Meerut,Mandakini (actress),2029727,Mandakini (born Yasmeen Joseph 30 July 1963) is a former Bollywood actress. She is best remembered for her role in the 1985 movie Ram Teri Ganga Maili.,https://en.wikipedia.org/wiki/Mandakini_(actress),28.916667,77.683333
184,Mirzapur,Anupriya Patel,500691,"Anupriya Singh Patel (born 1981) is an Indian politician, based in the state of Uttar Pradesh. She was the Minister of State in the Ministry of Health and Family Welfare, Government of India.
She was elected to the Lok Sabha, the lower house of the Parliament of India from the constituency of Mirzapur in the 2014 Indian general election. She was previously elected as a Member of the Legislative Assembly for the Rohaniya constituency of the Legislature of Uttar Pradesh in Varanasi, where she had fought a campaign in alliance with the Peace Party of India and Bundelkhand Congress in the 2012 Uttar Pradesh legislative assembly election.

",https://en.wikipedia.org/wiki/Anupriya_Patel,24.9356347,82.64770129811649
185,Modinagar,Bhupendra Kumar Modi,87761,"Bhupendra Kumar Modi aka Dr. M (or B. K. Modi) is a social entrepreneur, philanthropist, author and the chairman of Smart Group and Singapore-based India business conglomerate Spice Global.",https://en.wikipedia.org/wiki/Bhupendra_Kumar_Modi,28.8261624,77.54165604660876
186,"Mon, India",W. Wangyuh,4266,W. Wangyuh Konyak (born 20 October 1963) was a member of the 14th Lok Sabha of India. He represented the Nagaland constituency and is a member of the Nagaland Peoples Front (NPF) political party.,https://en.wikipedia.org/wiki/W._Wangyuh,26.75,94.833333
187,Moradabad,Robert Vadra,2130161,"Robert Vadra is an Indian businessman, entrepreneur and the husband of Priyanka Gandhi. He is the son-in-law of Sonia Gandhi and Rajiv Gandhi, and the brother-in-law of Rahul Gandhi.",https://en.wikipedia.org/wiki/Robert_Vadra,28.8638424,78.80577833091104
188,Morena,Ashok Chhaviram Argal,12038,"Ashok Chhaviram Argal (born 1 January 1969) is an Indian politician and a member of the Bharatiya Janata Party (BJP). In 1996, he was elected to the 11th Lok Sabha from Morena constituency in Madhya Pradesh. In 1998, 1999 and 2004, he was re-elected to the Lok Sabha from the same constituency. In 2009, he was re-elected to the Lok Sabha from Bhind constituency in Madhya Pradesh.",https://en.wikipedia.org/wiki/Ashok_Chhaviram_Argal,26.166667,77.5
189,Mormugao,Erasmo de Sequeira,11909,"Erasmo Jesus de Sequeira (died 16 July 1997) was a politician, social worker and parliamentarian from Goa, India. He represented the Marmagoa parliamentary constituency twice from 1967–1977. He has been described as a ""man of letters""; and was known for his fluency in many languages.",https://en.wikipedia.org/wiki/Erasmo_de_Sequeira,15.37128395,73.87924144288202
190,Mount Abu,Brahmanand Swami,69930,"Not to be confused with Brahmanand Swami or Rakhal Maharaj (Swami Brahmananda, First President of The Ramakrishna Order, Belur, Kolkata, West Bengal, India).
Brahmananad Swami (Devnagari: ब्रह्मानंद स्वामी) (12/02/1772–1832) was revered as a saint of the Swaminarayan Sampraday and as one of Swaminarayan's Paramahamsa. In the scriptures of the Swaminarayan Sampraday it was noted that Brahmanand Swami as stated by Swaminarayan that as the name suggests and implies ""Brahmanand"" is an Avatar of Brahma.",https://en.wikipedia.org/wiki/Brahmanand_Swami,24.592433,72.7081876
191,Mumbai,Teji Bachchan,1019666,"Teji Harivansh Rai Srivastava Bachchan née Tejwant Kaur Suri (12 August 1914 – 21 December 2007) (born Tej Kaur Suri) was a social activist, the wife of Hindi poet Harivansh Rai Bachchan and mother of Bollywood actor Amitabh Bachchan. She was also known to be a confidant of Prime Minister Indira Gandhi.",https://en.wikipedia.org/wiki/Teji_Bachchan,18.9387711,72.8353355
192,Muvattupuzha,Bhagath Manuel,203847,Bhagath Manuel is an Indian film actor who appears in Malayalam cinema. He made his debut in Vineeth Sreenivasan's Malarvadi Arts Club. He is known for his performance in Doctor Love and Thattathin Marayathu.,https://en.wikipedia.org/wiki/Bhagath_Manuel,9.3796597,76.7803765
193,Muzaffarnagar,Amitabh Thakur,149894,"Amitabh Thakur is a 1992 batch Uttar Pradesh cadre Indian Police Service (IPS) officer and a social activist. He has served as a Superintendent of Police (SP) in ten districts of Uttar Pradesh, and as an Inspector General (IG) in the state's Civil Defence department.

",https://en.wikipedia.org/wiki/Amitabh_Thakur,29.44800635,77.74068502568672
194,Muzaffarpur,Shahbaz Nadeem,227423,"Shahbaz Nadeem (born 12 August 1989) is an Indian International cricketer who is a slow left-arm orthodox bowler. He made his first-class cricket debut in December 2004. He has played for Bihar Under-14 side and Indian U-19s and currently plays for Jharkhand and Sunrisers Hyderabad.In September 2018, he set a new record for the best bowling figures in a List A cricket match by taking eight wickets for 10 runs against Rajsathan whilst playing for Jharkhand. He made his International debut for the India national cricket team in 2019.",https://en.wikipedia.org/wiki/Shahbaz_Nadeem,26.1486581,85.34001282479626
195,Mysore,T. K. V. Desikachar,39846,"Tirumalai Krishnamacharya Venkata Desikachar (21 June 1938 – 8 August 2016), better known as T. K. V. Desikachar, was a yoga teacher, son of the pioneer of modern yoga as exercise, Tirumalai Krishnamacharya. The style that he taught is called Viniyoga.",https://en.wikipedia.org/wiki/T._K._V._Desikachar,12.3051828,76.6553609
